S.N.,Date,Reference/From where did they come to know about us?,comments
1,25-Apr-24,Whatsapp,Want Sadalwood plants
2,26-Apr-24,Instagram,Interested to Agroforestry but Not decided fruits
3,26-Apr-24,Peer to Peer,Interested to Agroforestry but Not decided fruits
4,27-Apr-24,Poster/Flyer,Interested to Agroforestry but Not decided fruits
5,27-Apr-24,Whatsapp,Mango And Sitaphal
6,27-Apr-24,Poster/Flyer,Kheshr mango 
7,27-Apr-24,Poster/Flyer,Mango And Lemon
8,27-Apr-24,Facebook,Mango And Shevga
9,29-Apr-24,Stall /program/Function,Interested Farmer (Plese followup Argently)
10,29-Apr-24,Facebook,Interested Farmer
11,29-Apr-24,Peer to Peer,Interested Farmer
12,29-Apr-24,Facebook,Sitaphal And Cocunat
13,29-Apr-24,Peer to Peer,Mango And Lemon
14,30-Apr-24,F4F_Team,Interested Farmer
15,30-Apr-24,Facebook,Kesher Mango
16,30-Apr-24,Facebook,Interested Farmer
17,30-Apr-24,Poster/Flyer,Interested Farmer
18,30-Apr-24,Whatsapp,Interested Farmer
19,30-Apr-24,Peer to Peer,Interested Farmer
20,30-Apr-24,Peer to Peer,Called to get information about F4F
21,30-Apr-24,Whatsapp,Interested Farmer
22,03-May-24,F4F_Team,Alredy plantaion is done.( called to get information about F4F)
23,03-May-24,Instagram,Lemaon And Mango 
24,03-May-24,Peer to Peer,Interested Farmer
25,03-May-24,Peer to Peer,Interested Farmer
26,03-May-24,Peer to Peer,Interested Farmer
27,04-May-24,Instagram,Interested Farmer
28,04-May-24,Peer to Peer,Interested Farmer
29,04-May-24,Instagram,Sitaphal  
30,04-May-24,F4F_Team,Interested but Financial Problem
31,04-May-24,Instagram,Keshr Mango And Sitaphal
32,06-May-24,F4F_Team, Called to get information about Carben Credit 
33,06-May-24,Instagram,"Interested but( Dragen,Naral.Fanas)"
34,06-May-24,Instagram,Interested( Self Angio Agroforestri Work) Orange
35,06-May-24,Instagram,Interested Farmer
36,06-May-24,Instagram,Pomegranate
37,06-May-24,Instagram,Interested Farmer(Not rescive)
38,06-May-24,Instagram,Not Eligible
39,06-May-24,F4F_Team,Interested Farmer
40,06-May-24,Instagram,Interested Farmer
41,06-May-24,Instagram,Called to get information about F4F
42,06-May-24,Instagram,Interested Farmer
43,06-May-24,F4F_Team,Interested Farmer
44,06-May-24,Peer to Peer,Interested Farmer
45,06-May-24,Instagram,Interested Farmer(Not rescive)
51,07-May-24,Facebook,Interested Farmer
52,07-May-24,Instagram,Interested Farmer
53,07-May-24,Instagram,Hiring regarding call  
54,07-May-24,Instagram,Interested Farmer(Off)
55,07-May-24,Instagram,Interested Farmer
56,07-May-24,Instagram,Interested Farmer(Out of service)
57,07-May-24,Instagram,Interested Farmer
58,07-May-24,Instagram,Interested in connecting with F4F
59,07-May-24,Instagram,Mango 
60,08-May-24,Facebook,Interested Farmer
61,08-May-24,Whatsapp,Bambu
62,08-May-24,Instagram,Interested Farmer
63,08-May-24,Whatsapp,Alreday plantation is done just wanted a guideance from F4F
64,08-May-24,Instagram,Kheshar mango 
65,08-May-24,Instagram,Mango And Guava
66,08-May-24,Instagram,Mango And Lemon
67,08-May-24,Instagram,Alreday plantation is done called to get information about carbon credit
68,08-May-24,F4F_Team,Interested Farmer
69,09-May-24,Instagram,Anjir
70,09-May-24,Whatsapp,Interested Farmer
71,09-May-24,F4F_Team,Interested Farmer
72,09-May-24,Instagram,Interested Farmer
73,09-May-24,Instagram,Interested Farmer
74,09-May-24,Instagram,Interested Farmer
75,09-May-24,Instagram,Interested Farmer
76,09-May-24,Instagram,Mango And Ashoka
77,09-May-24,Instagram,Interested Farmer
78,10-May-24,Instagram,"Interested Farmer( farmer special reqest provied saplling) Mango,Orange "
79,10-May-24,Instagram,Interested Farmer( farmer special reqest provied saplling) Mango
80,10-May-24,Peer to Peer,Mango 
81,10-May-24,Peer to Peer,Mango 
82,10-May-24,Instagram,Mango And Jambul
83,10-May-24,Instagram,Mango 
84,10-May-24,Instagram,Interested Farmer(Hiring )
85,10-May-24,Instagram,Interested Farmer(Hiring )
86,10-May-24,Instagram,Mosambi And Mango
87,10-May-24,Instagram,Interested Farmer ( Switch Off)
88,10-May-24,Instagram,"Mango,Cocunt,Supari"
89,10-May-24,Instagram,Mango And Shevga
90,10-May-24,Instagram,Interested Farmer
91,10-May-24,Instagram,Called to get information about F4F
92,10-May-24,Instagram,Interested Farmer
93,11-May-24,Instagram,Interested Farmer
94,11-May-24,Instagram,Interested Farmer
95,11-May-24,Peer to Peer,Interested Farmer
96,11-May-24,Instagram,Interested Farmer
97,11-May-24,Instagram,Mango 
98,13-May-24,Instagram,Interested Farmer 
99,13-May-24,Instagram,"Mango,Jambul"
100,13-May-24,Instagram,Sitaphal
101,13-May-24,Instagram,Interested Farmer
102,13-May-24,Instagram,Mango 
103,13-May-24,Instagram,"Mango,Sitaphal,Lemon,Sagwan"
104,13-May-24,Peer to Peer,Hiring regarding ( uplod resume from post Program Maneger)
105,13-May-24,Instagram,Mango 
106,13-May-24,Instagram,Interested Farmer
107,14-May-24,Instagram,Sitaphal And Guava
108,14-May-24,Stall /program/Function,1000 Mango plants are requied 1.5 Acre
109,14-May-24,Stall /program/Function,Mango
110,14-May-24,Instagram,"Sitaphal,Guava"
111,14-May-24,Instagram,"Alredy plantation is done,some of the plants are burnt.Want to buy 300 plant from F4F"
112,14-May-24,Instagram,"Two years ago, planted a mango plantation in 4 acres. called a for F4F get information about carbon credits"
113,14-May-24,Instagram,Alredy Registration
114,14-May-24,Instagram,Interested Farmer
115,14-May-24,Instagram,Not Desided
116,14-May-24,Instagram,Mango
132,15-May-24,Instagram,Jambul And Mango
133,15-May-24,Peer to Peer,"Dalimb ,chiku, guava"
134,15-May-24,Instagram,All
135,15-May-24,Instagram,"Pimpal,Vad,Mango,Sitaphal,Jambul"
136,15-May-24,Instagram,Interested Farmer(Not rescive)
137,16-May-24,F4F_Team,"Two years ago, planted a mango plantation in 3 acres. called a for F4F get information about carbon credits"
138,16-May-24,Instagram,Interested Farmer(Not rescive)
139,16-May-24,Instagram,"Sitaphal,Mango"
140,16-May-24,Instagram,Interested Farmer
141,16-May-24,Facebook,Leamon
142,16-May-24,Instagram,"Sitaphl,Mango,Chiku"
143,16-May-24,Instagram,"Mango,Sitaphal  "
144,16-May-24,Instagram,"Jambul,Mango,Shevga"
145,16-May-24,Youtube/Google,Mango
146,16-May-24,Instagram,Interested Farmer
147,16-May-24,Instagram,Interested Farmer
148,16-May-24,Instagram,How to grow plants early how to grow fruits early recording information and reasons to work with you are interested 
149,16-May-24,Instagram,Interested Farmer(Not rescive)
150,16-May-24,Instagram,Interested Farmer
151,16-May-24,Instagram,Interested Farmer
152,16-May-24,Instagram,Mango
153,16-May-24,Instagram,Mango
154,16-May-24,Instagram,Interested Farmer
155,16-May-24,Instagram,Not Interested plantation after 1 year
156,16-May-24,Instagram,"Jambul,Mango"
157,16-May-24,Instagram,"Interested Farmer.Farmers themselves are ready to transport(Mango,Sitaphal)"
158,16-May-24,Instagram,"Banana,Guava,Mango,Sitaphal"
159,16-May-24,Instagram,"Mango,Chiku"
160,16-May-24,Instagram,"1 years ago, planted a Shevga plantation in 2 acres. called a for F4F get information about carbon credits"
161,16-May-24,Instagram,Interested Farmer
162,16-May-24,Instagram,"Pomegranted,Mango"
163,16-May-24,Instagram,"Mango,Sitaphal"
164,17-May-24,Instagram,Just Want to have a Guidence from F4F
165,17-May-24,Instagram,Interested Farmer
166,17-May-24,Instagram,"Mango.Sitaphal,Bamboo"
167,17-May-24,Instagram,"Mango,Lemon"
168,17-May-24,Instagram,Interested Farmer
169,17-May-24,Instagram,Interested Farmer
170,17-May-24,Instagram,"Bamboo,Mango,Sitaphal"
171,17-May-24,Instagram,"Mango,sitaphal"
172,17-May-24,Instagram,Interested Farmer
173,17-May-24,Instagram,"Mango,Bamboo"
174,17-May-24,Facebook,Sangwan
175,17-May-24,Instagram,Mango
176,17-May-24,Instagram,Called to get information about F4F
177,17-May-24,Instagram,Interested Farmer
178,17-May-24,Instagram,Guava And Mango
179,17-May-24,Instagram,Interested Farmer(Call back)
180,17-May-24,Instagram,Mango
181,17-May-24,Instagram,"Jambul,Mango     "
182,17-May-24,Instagram,"Cocunat,Mango,Lemon"
183,17-May-24,Instagram,Interested Farmer
184,17-May-24,Youtube/Google,Mango
185,17-May-24,Instagram,"Mango,Jambul,Sitaphal"
186,17-May-24,Instagram,"Mango,Lemon (Interested Farmer)"
187,17-May-24,Instagram,Mango
188,17-May-24,Instagram,"Orange,Mosambi"
189,17-May-24,Instagram,Sitaphal
190,17-May-24,Instagram,Interested Farmer
191,17-May-24,F4F_Team,"Mango,Pomagranate"
192,17-May-24,Whatsapp,Interested Farmer
193,17-May-24,Instagram,"Mango,Guava"
194,17-May-24,Instagram,Not Desided
195,18-May-24,Instagram,Interested Farmer
196,18-May-24,Instagram,Interested Farmer
197,18-May-24,Instagram,Interested Farmer
198,18-May-24,Instagram,Interested Farmer
199,18-May-24,Instagram,Mango
200,18-May-24,Facebook,Mango
201,18-May-24,Instagram,Interested Farmer
202,18-May-24,Instagram,Mango
203,18-May-24,Instagram,Interested Farmer
204,18-May-24,Instagram,Interested Farmer
205,18-May-24,Instagram,Mosambi And Mango
206,18-May-24,F4F_Team,Interested Farmer
207,18-May-24,Instagram,Interested Farmer(Not rescive)
208,18-May-24,Whatsapp,Farmers themselves are ready to transport
209,18-May-24,Instagram,Mango
210,18-May-24,Instagram,"Sitaphal,Leamon"
211,18-May-24,Instagram,Interested Farmer
212,18-May-24,Instagram,"Mango,Lemon"
213,18-May-24,Instagram,"Bamboo,Mango,Sitaphal"
214,18-May-24,Instagram,"Mango,Sagwan"
215,18-May-24,Instagram,"Sagwan,Mango"
216,18-May-24,Instagram,Farmers themselves are ready to transport (Mango)
217,18-May-24,Instagram,Mango
218,18-May-24,Instagram,"Mango,Sitaphal,Avala"
219,18-May-24,Instagram,"Orange,Mosambi"
220,18-May-24,Instagram,Orange   
221,18-May-24,Instagram,Mango
222,18-May-24,Instagram,Pomegranate 
223,18-May-24,Instagram,Called to get information about F4F
224,18-May-24,Instagram,Called to get information about F4F
225,18-May-24,Instagram,"Orange,Mango"
226,18-May-24,Instagram,Mango(Interested Only Mango)
227,20-May-24,Instagram,Pomegranate 
228,20-May-24,Instagram,Pomegranate 
229,20-May-24,Instagram,Sachin Rathod is from parbhani and talking about visiting the office  to get  more information
230,20-May-24,Instagram,Pomegranate 
231,20-May-24,Instagram,"Mango,Guava"
232,20-May-24,Instagram,"Sagwan,Avala"
233,20-May-24,Instagram,Pomegranate 
234,20-May-24,Instagram,"Mango,Sitaphal,Orange"
235,20-May-24,Instagram,"20 years ago, planted a Mango plantation in 20 acres. called a for F4F get information about carbon credits"
236,20-May-24,Instagram,"Mango,Guava"
237,20-May-24,Facebook,Bamboo
238,20-May-24,Instagram,HIring regarding call (Graduation completed And experiance have a back office) Please let me know if there is any vaccncy in the office
239,20-May-24,Instagram,Interested Farmer
240,20-May-24,Instagram,"Mango,Lemon"
241,20-May-24,Instagram,Guava plant needed
242,20-May-24,Instagram,"Mango,Sitaphal,Bamboo"
243,20-May-24,Instagram,"Sitaphal,Jambul,Orange"
244,20-May-24,Instagram,Guava
245,20-May-24,Instagram,Interested Farmer
246,20-May-24,Instagram,Mango
247,20-May-24,Instagram,"Mango,Lemon"
248,20-May-24,Instagram,Mango
249,20-May-24,Instagram,Called to get information about F4F
250,20-May-24,Instagram,Interested Farmer
251,20-May-24,Instagram,Interested Farmer
252,20-May-24,Instagram,Interested Farmer
253,20-May-24,Instagram,Interested Farmer
254,20-May-24,Instagram,"Sitaphal,Leamon"
255,20-May-24,Instagram,"Mango,Sitaphal,Lemon,Sagwan"
267,20-May-24,Facebook,Called to get information about F4F
268,20-May-24,Instagram,"Sitaphal,Jambul,Orange"
269,20-May-24,Instagram,Interested Farmer
270,20-May-24,Instagram,Interested Farmer
271,20-May-24,Instagram,Interested Farmer
272,20-May-24,Instagram,met in f4f office
273,20-May-24,Instagram,Interested Farmer
274,20-May-24,Youtube/Google,Interested Farmer
275,21-May-24,Instagram,Called to get information about F4F
276,21-May-24,F4F_Team,Interested Farmer
277,21-May-24,Youtube/Google,Interested Farmer
278,21-May-24,Instagram,Interested Farmer
279,21-May-24,Instagram,Interested Farmer
280,21-May-24,Instagram,Interested Farmer
281,21-May-24,Instagram,Called to get information about F4F
282,21-May-24,Instagram,Interested Farmer
283,21-May-24,Instagram,Interested Farmer
284,21-May-24,Instagram,Interested Farmer
285,21-May-24,Facebook,Interested Farmer
286,21-May-24,Instagram,Interested Farmer
287,21-May-24,Instagram,Interested Farmer
288,21-May-24,Instagram,Interested Farmer
289,21-May-24,Instagram,Farmers themselves are ready to transport
290,21-May-24,Instagram,Interested Farmer
291,21-May-24,Facebook,Farmers themselves are ready to transport
292,21-May-24,Instagram,Farmers themselves are ready to transport
293,21-May-24,Instagram,Called to get information about F4F
294,21-May-24,Instagram,Plantation Of Fig
295,21-May-24,Instagram,Interested Farmer
296,21-May-24,Instagram,Farmers themselves are ready to transport
297,21-May-24,Instagram,Interested Farmer
298,21-May-24,Instagram,Interested Farmer
299,21-May-24,Instagram,Interested Farmer
300,21-May-24,Instagram,Farmers themselves are ready to transport
301,21-May-24,Instagram,Farmers themselves are ready to transport
302,21-May-24,Instagram,Interested Farmer
303,21-May-24,Instagram,Interested Farmer
304,21-May-24,Instagram,Interested Farmer
305,21-May-24,Instagram,Interested Farmer
306,21-May-24,Instagram,Hiring Regarding call (5 year experiance).Plese let me know if there is any vaccncy in the office
307,21-May-24,Instagram,Want to visit the office
308,21-May-24,Instagram,Interested Farmer
309,21-May-24,Instagram,Just Watnt to Guidence from F4F
310,21-May-24,Instagram,Interested Farmer
311,21-May-24,Instagram,Interested Farmer
312,21-May-24,Instagram,Interested Farmer
313,21-May-24,Instagram,Interested Farmer
314,21-May-24,Instagram,Interested Farmer (Not Connect)
315,21-May-24,Instagram,Interested Farmer
316,21-May-24,Instagram,Interested Farmer
317,21-May-24,Instagram,Interested Farmer
318,21-May-24,Instagram,Interested Farmer
319,21-May-24,Instagram,Interested Farmer
320,21-May-24,Instagram,Interested Farmer
321,21-May-24,Instagram,Interested Farmer
322,21-May-24,Instagram,Interested Farmer
323,21-May-24,Instagram,Farmers themselves are ready to transport
324,21-May-24,Instagram,Interested Farmer
325,21-May-24,Instagram,Interested Farmer
326,21-May-24,Instagram,Called to get information about F4F
327,21-May-24,Instagram,Interested Farmer
328,21-May-24,Instagram,Interested Farmer
329,21-May-24,Instagram,Interested Farmer
330,21-May-24,Instagram,Interested Farmer
331,22-May-24,Instagram,Interested Farmer
332,22-May-24,Instagram,Interested Farmer
333,22-May-24,Instagram,Interested Farmer
334,22-May-24,Instagram,Interested Farmer
335,22-May-24,Instagram,Interested Farmer
336,22-May-24,Instagram,Farmers themselves are ready to transport 
337,22-May-24,Instagram,Farmers themselves are ready to transport
338,22-May-24,Youtube/Google,Interested Farmer
339,22-May-24,Instagram,Interested Farmer
340,22-May-24,Instagram,Interested Farmer
341,22-May-24,Instagram,Interested Farmer
342,22-May-24,Instagram,Interested Farmer
343,22-May-24,Instagram,Interested Farmer
344,22-May-24,Instagram,Interested Farmer
345,22-May-24,Instagram,Interested Farmer
346,22-May-24,Facebook,Interested Farmer
347,22-May-24,Instagram, Near by Karjet Only 30 KM Farmers themselves are ready to transport
348,22-May-24,Instagram,Interested Farmer
349,22-May-24,Instagram,Interested Farmer
350,22-May-24,Instagram,Interested Farmer
351,22-May-24,Instagram,Interested Farmer
352,22-May-24,Instagram,Interested Farmer
353,22-May-24,Instagram,Interested Farmer
354,22-May-24,Facebook,Interested Farmer
355,22-May-24,Instagram,Interested Farmer
356,22-May-24,Instagram,Interested Farmer
357,22-May-24,Instagram,Interested Farmer
358,22-May-24,Instagram,They provide 500 acres for plantation.
359,22-May-24,Peer to Peer,Interested Farmer
360,22-May-24,Instagram,Interested Farmer
361,22-May-24,Instagram,Interested Farmer
362,22-May-24,Instagram,Interested Farmer
363,22-May-24,Instagram,Interested Farmer
364,22-May-24,Poster/Flyer,Interested Farmer
365,22-May-24,Youtube/Google,Interested Farmer
366,22-May-24,Instagram,Interested Farmer
367,22-May-24,Instagram,Interested Farmer
368,22-May-24,Instagram,Interested Farmer
369,22-May-24,Instagram,Interested Farmer
370,22-May-24,Instagram, Near by  Ambegaon Only 40 KM Farmers themselves are ready to transport
371,22-May-24,Instagram,Interested Farmer
372,22-May-24,Instagram,Interested Farmer
373,22-May-24,Instagram,Farmer Producer Orgainsation
374,22-May-24,Instagram,Interested Farmer
375,22-May-24,Instagram,Interested Farmer
376,23-May-24,Instagram,Interested Farmer
377,23-May-24,Instagram,Interested Farmer
378,23-May-24,Instagram,Interested Farmer
379,23-May-24,Instagram,Interested Farmer
380,23-May-24,Instagram,Interested Farmer
381,23-May-24,Instagram,Interested Farmer
382,23-May-24,Instagram,Interested Farmer
383,23-May-24,Instagram,Interested Farmer
384,23-May-24,Instagram,Work in Agriclture. farmers from two villages join together to provide F4F.
385,23-May-24,Instagram,Interested Farmer
386,23-May-24,Peer to Peer,"There are 6 farmers connected,plantation is to be done in total 6 acers.  Near by  parner Only 40 KM Farmers themselves are ready to transport"
387,23-May-24,Instagram,Interested Farmer
388,23-May-24,Facebook,Interested Farmer
389,23-May-24,Peer to Peer,Interested Farmer
390,23-May-24,Instagram,Called to get information about F4F
391,23-May-24,Instagram,Interested Farmer
392,23-May-24,Instagram,Interested Farmer
393,23-May-24,Peer to Peer,Interested Farmer
394,23-May-24,Instagram,Jambul
395,23-May-24,Instagram,Interested Farmer
396,23-May-24,Instagram,Interested Farmer
397,23-May-24,Instagram,Interested Farmer farmers can add
398,23-May-24,Instagram,Interested Farmer farmers can add
399,23-May-24,Instagram,Interested Farmer
400,23-May-24,Instagram,Interested Farmer
401,23-May-24,Instagram,Dragan Fruit 
402,23-May-24,Instagram,28 km parner  Farmers themselves are ready to transport
403,23-May-24,Instagram,Interested Farmer
404,23-May-24,Instagram,Interested Farmer
405,23-May-24,Instagram,Interested Farmer
406,23-May-24,Instagram,Farmer Say vist shrigonda
407,23-May-24,Instagram,Interested Farmer
408,23-May-24,Peer to Peer,Interested Farmer
409,23-May-24,Instagram,Interested Farmer
410,23-May-24,Instagram,Pomegranate 
411,23-May-24,Instagram,Interested Farmer
412,23-May-24,Instagram,Interested Farmer
413,23-May-24,Instagram,Interested Farmer
414,23-May-24,Instagram,Interested Farmer
415,23-May-24,Instagram,Pomegranat
416,23-May-24,Instagram,Interested Farmer
417,23-May-24,Instagram,Interested Farmer
418,23-May-24,Instagram,Interested Farmer
419,23-May-24,Instagram,Guava
420,23-May-24,Instagram,Interested Farmer
421,23-May-24,Instagram,Interested Farmer
422,23-May-24,Instagram,Interested Farmer
423,23-May-24,Instagram,Interested Farmer
424,23-May-24,Instagram,Interested Farmer
425,23-May-24,Instagram,Interested Farmer
426,23-May-24,Instagram,Not Decided
427,23-May-24,Instagram,Interested Farmer
428,23-May-24,Instagram,Interested Farmer
429,23-May-24,Instagram,Not Decided
430,23-May-24,Instagram,Not Decided
431,23-May-24,Instagram,Interested Farmer
432,23-May-24,Instagram,Interested Farmer
433,23-May-24,Instagram,Farmers themselves are ready to transport
434,23-May-24,Instagram,Farmers themselves are ready to transport
435,23-May-24,Instagram,Interested Farmer
436,23-May-24,Stall /program/Function,Interested Farmer
437,23-May-24,Instagram,Interested Farmer
438,23-May-24,Instagram,Interested Farmer
439,24-May-24,Instagram,Interested Farmer Farmers themselves are ready to transport
440,24-May-24,Instagram,Interested Farmer
441,24-May-24,Peer to Peer,Interested Farmer
442,24-May-24,Instagram,Interested Farmer
443,24-May-24,Instagram,Interested Farmer
444,24-May-24,Instagram,Interested Farmer
445,24-May-24,Instagram,Interested Farmer
446,24-May-24,F4F_Team,Interested Farmer
447,24-May-24,Instagram,Interested Farmer
448,24-May-24,Instagram,Interested Farmer
449,24-May-24,Instagram,Interested Farmer
450,24-May-24,Instagram,Interested Farmer
451,24-May-24,Instagram,Interested Farmer
452,24-May-24,Instagram,Interested Farmer
453,24-May-24,Instagram,Interested Farmer
454,24-May-24,Instagram,Interested Farmer
455,24-May-24,Instagram,Interested Farmer
456,24-May-24,Instagram,Interested Farmer
457,24-May-24,Instagram,Interested Farmer
458,24-May-24,Instagram,Interested Farmer
459,24-May-24,Instagram,Pomegranate 
460,24-May-24,Instagram,Interested Farmer
461,24-May-24,Instagram,Interested Farmer
462,24-May-24,Instagram,Cocunat 
471,25-May-24,Instagram,Interested Farmer
472,25-May-24,Instagram,Interested Farmer
473,25-May-24,Instagram,Interested Farmer
474,25-May-24,Instagram,Not Decided
475,25-May-24,Instagram,Interested Farmer
476,25-May-24,Peer to Peer,Interested Farmer
477,25-May-24,Youtube/Google,Interested Farmer
478,25-May-24,Instagram,Interested Farmer
479,25-May-24,Instagram,Called to get information about F4F
480,25-May-24,Instagram,19 km only in shirur
481,25-May-24,Instagram,Called to get information about F4F
482,25-May-24,Peer to Peer,interested visit the fild (Parner)
483,25-May-24,Instagram,Interested Farmer
484,25-May-24,Instagram,Interested Farmer
485,25-May-24,Instagram, Want to 3 Year old saplling 
486,25-May-24,Instagram,Need 1000 sapling for Road side plantation for 2-3 km
487,25-May-24,Instagram,Interested Farmer
488,25-May-24,Instagram,Interested Farmer
489,25-May-24,Instagram,Interested Farmer
490,25-May-24,Instagram,Interested Farmer
491,25-May-24,Facebook,Interested Farmer
492,25-May-24,Instagram,Called to get information about F4F
493,25-May-24,Instagram,Interested Farmer
494,25-May-24,Instagram,traning proning 
495,25-May-24,F4F_Team,Interested Farmer
496,25-May-24,Stall /program/Function,Interested Farmer
497,25-May-24,Peer to Peer,Interested Farmer
498,25-May-24,Instagram,Interested Farmer
499,25-May-24,Instagram,Interested Farmer
500,25-May-24,Instagram,Interested Farmer
501,25-May-24,Instagram,Interested Farmer
502,25-May-24,Instagram,Interested Farmer
503,27-May-24,Peer to Peer,Interested Farmer (Last year registration was done but plant was not found)
504,27-May-24,Instagram,Interested Farmer
505,27-May-24,Instagram,Interested Farmer
506,27-May-24,Instagram,Interested Farmer
507,27-May-24,Instagram,Interested Farmer (Interested Only Mango)
508,27-May-24,Facebook,Interested Farmer
509,27-May-24,Instagram,Interested Farmer
510,27-May-24,Instagram,Interested Farmer
511,27-May-24,Instagram,Interested Farmer
512,27-May-24,Instagram,Interested Farmer
513,27-May-24,Instagram,Interested Farmer
514,27-May-24,Instagram,Water Problem
515,27-May-24,Instagram,Interested Farmer
516,27-May-24,Instagram,Interested Farmer
517,27-May-24,Instagram,Interested to connect with F4F
518,27-May-24,Instagram,Interested Farmer
519,27-May-24,Instagram,Interested Farmer
520,27-May-24,Poster/Flyer,Interested Farmer
521,27-May-24,Instagram,Interested Farmer
522,27-May-24,Instagram,Interested Farmer
523,27-May-24,Instagram,Interested Farmer
524,27-May-24,Instagram,Interested Farmer 2
525,27-May-24,Instagram,Interested Farmer
526,27-May-24,Peer to Peer,Only 25 km near parner
527,27-May-24,Instagram,Not Decided
528,27-May-24,Instagram, impliment (mascio gaspardo kharadi )branch in ranjangaon
529,27-May-24,Instagram,Interested to connect
530,27-May-24,Instagram,Interested Farmer
531,27-May-24,Instagram,Interested Farmer
532,27-May-24,Facebook,Interested Farmer
533,28-May-24,Instagram,Bambu Plantation
534,28-May-24,Instagram,Interested Farmer
535,28-May-24,Instagram,Interested Farmer
536,28-May-24,Instagram,Cocunat 
537,28-May-24,Youtube/Google, Applay post of Associate in F4F Website (Bs agree 2 year experianc)
538,28-May-24,Instagram,3 Km near of parner
539,28-May-24,Instagram,Interested Farmer
540,28-May-24,Instagram,Interested to connect with F4F( moghoni )
541,28-May-24,Instagram,Interested Farmer
542,28-May-24,Instagram,Interested Farmer
543,28-May-24,Instagram,Want only Aavla
544,28-May-24,Instagram,"2 years ago, planted a Mango plantation in 1 acres. called a for F4F get information about carbon credits"
545,28-May-24,Instagram,Interested Farmer
546,28-May-24,Instagram,Shevga
547,28-May-24,Instagram,30 Km near Karjat 
548,28-May-24,Instagram,Called to get information about F4F
549,28-May-24,Instagram,Interested Farmer
550,28-May-24,Instagram,No any comment
551,28-May-24,Peer to Peer,Interested Farmer
552,28-May-24,Instagram,Interested Farmer
553,28-May-24,Instagram,Interested Farmer
554,28-May-24,Peer to Peer,Interested Farmer
555,28-May-24,Instagram,Interested Farmer
556,29-May-24,Instagram,Interested Farmer (1 Acre lgana hai )
557,29-May-24,Peer to Peer,Interested Farmer
558,29-May-24,Instagram,Interested only mango
559,29-May-24,Instagram,Interested Farmer
560,29-May-24,Instagram,35 km only paithan but want Pomegranate Plant 
561,29-May-24,Instagram,Pomegranate 
562,29-May-24,Peer to Peer, Want to 200 Kesher Mango and 100 Jambul plants
563,29-May-24,Instagram,Interested Farmer
564,29-May-24,Instagram,Interested Farmer
565,29-May-24,Stall /program/Function,Bamboo
566,29-May-24,Instagram,6 Arca  keshar Mango and 5 Arca Sitaphal
567,29-May-24,Instagram,Bamboo
568,29-May-24,Youtube/Google,Interested Farmer
569,29-May-24,Instagram,Guava plant needed
570,29-May-24,Instagram,only Lemon plants
571,29-May-24,Peer to Peer,. called a for F4F get information about carbon credits
572,29-May-24,Instagram,Interested Farmer
573,29-May-24,Instagram,Interested Farmer
574,29-May-24,Instagram,Interested Farmer
575,29-May-24,Instagram,Interested Farmer
576,29-May-24,Peer to Peer,Interested Farmer
577,29-May-24,Instagram,2 arca mosanmbi and 1 arca keshar mango
578,29-May-24,Instagram,Interested Farmer
579,29-May-24,Instagram,Interested Farmer
583,29-May-24,Instagram,Interested Farmer
584,29-May-24,Instagram,Interested Farmer
585,30-May-24,Instagram,Interested Farmer
586,30-May-24,Instagram,Interested Farmer
587,30-May-24,Instagram,"20 years ago, planted a Mango plantation in 20 acres. just want a guidence from F4F"
588,30-May-24,Instagram,Farmers themselves are ready to transport
589,30-May-24,Instagram,Interested Farmer
590,30-May-24,Instagram, Only 20 km near Patoda
591,30-May-24,Peer to Peer,Interested Farmer
592,30-May-24,Instagram, Only 20 km near Parner
593,30-May-24,Facebook,Interested Farmer
594,30-May-24,Peer to Peer, Want 1.5 Arca keshar mango 0.5 arca sitaphal 
595,30-May-24,Instagram,Interested Farmer
596,30-May-24,Instagram,Just wanted a Guidence
597,30-May-24,Facebook,Leamon
598,30-May-24,Instagram,40 km near shirur
599,30-May-24,Instagram,medicnal plant project
600,30-May-24,Instagram,Interested Farmer
601,30-May-24,Facebook,Interested Farmer
602,30-May-24,Instagram,Interested Farmer
603,30-May-24,Instagram,Interested Farmer
604,30-May-24,Instagram,Interested Farmer
605,30-May-24,Instagram,Only have a guidance from F4F
606,30-May-24,Instagram,Interested Farmer
607,30-May-24,Instagram,Only 23 km near patoda
608,30-May-24,Instagram,Interested Farmer
609,30-May-24,Instagram,Interested Farmer
610,30-May-24,Instagram,Interested Farmer
611,30-May-24,Instagram,Mail 
612,30-May-24,Instagram,Interested Farmer
613,30-May-24,Instagram,Interested Farmer
614,30-May-24,Instagram,Interested Farmer
615,30-May-24,Instagram,Interested Farmer
616,31-May-24,Instagram,Called to get information about F4F
617,31-May-24,Whatsapp,Interested Farmer
618,31-May-24,Instagram,Interested Farmer
619,31-May-24,Instagram,Only have a guidance from F4F
620,31-May-24,Facebook,Interested Farmer
621,31-May-24,Instagram,Called to get information about F4F
622,31-May-24,Facebook, Want Chmeli Bor 
623,31-May-24,Instagram,Interested Farmer
624,31-May-24,Instagram,Interested Farmer
625,31-May-24,Instagram,Interested Farmer
626,31-May-24,Instagram,Interested Farmer
627,31-May-24,Peer to Peer,Disside after disscus with fild team
640,31-May-24,Instagram,Interested Farmer
